ell_over_ell_ext,ell,omega_M,match_radius,response_real,response_imag,delta_real,delta_imag,em_response_real,em_response_imag,grav_source_error,em_source_abs,condition
0.6,0.4618802153517006,0.006,16.0,-0.06177956404669384,-0.011575667216561572,-0.00030630305356761645,-0.011575667216561572,0.3961907190415248,0.006586367244624469,2.7755575615628914e-17,2.626717347901611e-16,6.29237739934348
0.7,0.5388602512436507,0.002,10.0,-0.12111012346774279,-0.0028747044937664362,-2.4280445566168818e-05,-0.0028747044937664362,0.7002467226880419,0.001811755551100358,6.662783593823664e-16,8.007905209064185e-16,3.8925276395685193
0.7,0.5388602512436507,0.002,12.0,-0.12111112445207536,-0.002874704494955027,-2.428395165407493e-05,-0.002874704494955027,0.7002667306377665,0.0018117555617869208,2.220446049250313e-16,1.6740081543176188e-16,4.692488561418553
0.7,0.5388602512436507,0.002,14.0,-0.1211114422458763,-0.0028747044945866135,-2.429413038826378e-05,-0.0028747044945866135,0.7002721967595935,0.001811755555013228,4.449557262054371e-16,1.5501285534357745e-16,5.492335890784616
0.7,0.5388602512436507,0.002,16.0,-0.1211115876736708,-0.002874704498814329,-2.4328283593666455e-05,-0.002874704498814329,0.7002739946263095,0.0018117555566523613,2.220446049250313e-16,8.612688053928903e-17,6.292194883994411
0.7,0.5388602512436507,0.004,10.0,-0.12118299964536189,-0.005751742919930303,-9.71566231852683e-05,-0.005751742919930303,0.7001765443675657,0.003625038372621958,1.1102230246251565e-16,1.7910547349592614e-16,3.893151670268623
0.7,0.5388602512436507,0.004,12.0,-0.12118415726056261,-0.005751742921903974,-9.731676014132495e-05,-0.005751742921903974,0.7001964434596822,0.003625038387081503,2.2887833992611187e-16,3.642919299551295e-16,4.69350699749744
0.7,0.5388602512436507,0.004,14.0,-0.12118510371028095,-0.00575174291798472,-9.795559479290616e-05,-0.00575174291798472,0.7002019123861349,0.003625038378903156,2.220446049250313e-16,3.2385015444498e-16,5.493890588997873
0.7,0.5388602512436507,0.004,16.0,-0.12118739078618702,-0.0057517429143677246,-0.00010013139610988431,-0.0057517429143677246,0.7002038495611347,0.0036250384207852093,2.237726045655905e-16,4.0245584642661925e-16,6.294449968683251
0.7,0.5388602512436507,0.006,10.0,-0.12130476629074925,-0.008633450864156372,-0.00021892326857263222,-0.008633450864156372,0.7000595662853959,0.0054413769571617365,2.2887833992611187e-16,6.001641840771763e-16,3.8941929061160834
0.7,0.5388602512436507,0.006,12.0,-0.12130754839954187,-0.008633450874352577,-0.00022070789912058408,-0.008633450874352577,0.7000794105105728,0.005441376973083223,2.237726045655905e-16,8.326672684688674e-17,4.695207124832035
0.7,0.5388602512436507,0.006,14.0,-0.12131512025458237,-0.008633450871018356,-0.00022797213909432623,-0.008633450871018356,0.7000853487921006,0.005441377018813753,6.684427777288335e-16,1.3877787807814457e-16,5.496487368829324
0.7,0.5388602512436507,0.006,16.0,-0.12133999835994391,-0.008633450893536843,-0.0002527389698667726,-0.008633450893536843,0.7000889551430864,0.005441376964549605,4.449557262054371e-16,2.0816681711721685e-17,6.298219001850934
